id,name,slug,region,lat,lng,tideStationId,tideId,tideDistNm,nearestTide,nearestTideNm,currentStationId,curDistNm,resolution,flag
2d71f16c-90ea-46c8-b3d8-4cb066b8a5c6,Quick's Hole: Plugging North Rock,elizabeth-islands-quick-s-hole-plugging-north-rock,Elizabeth Islands,41.435,-70.8383,Boston HW/LW (8443970),8443970,56.0,PENIKESE ISLAND (8448248),3.9,COD0914,0.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
34b4706e-8a01-4d94-b755-f31c04ab55c7,The Hooter: Casting The Rip Line,nantucket-sound-the-hooter-casting-the-rip-line,,41.2605,-70.4615,Boston HW/LW (8443970),8443970,70.7,PENIKESE ISLAND (8448248),23.7,ACT1706,5.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
386c6fe8-b0a4-4872-9af0-434d1f17f9af,Great Point: Fly Style Trolling,nantucket-sound-great-point-fly-style-trolling,,41.4124,-70.0234,Boston HW/LW (8443970),8443970,72.8,"Barnstable Harbor, Beach Point (8447335)",22.0,ACT1666,2.1,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
38f3135c-8755-42f1-91a2-f7c01fc091c4,Sankaty Bluff: Working The Bluff Swing,nantucket-sound-sankaty-bluff-working-the-bluff-swing,,41.2974,-69.9591,Boston HW/LW (8443970),8443970,80.0,"Barnstable Harbor, Beach Point (8447335)",29.4,BOS1111,76.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
3e77029e-04d4-4333-8a20-87ba98ea47ab,Bass River Beach,bass-river-beach,,,,,,,,,,,UNSERVABLE-NO-DATA,
4284c635-9e05-4813-8ecc-9c6c29d23272,Halfway / L'Hommedieu: Drifting The Southeast Edge,nantucket-sound-halfway-l-hommedieu-drifting-the-southeast-edge,,41.506,-70.579,Boston HW/LW (8443970),8443970,55.1,Buzzards Bay (8447270),14.3,ACT1806,1.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
44b19e35-b2f1-49c6-9e90-48857d906296,Eldridge Shoal: East Drift Line,nantucket-sound-eldridge-shoal-east-drift-line,,41.532,-70.4299,Boston HW/LW (8443970),8443970,56.6,"Barnstable Harbor, Beach Point (8447335)",13.1,ACT1761,0.1,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
45f4afcf-5ae3-4f9c-9741-2b121166f4a7,Noman's Land: Tube Trolling,vineyard-sound-noman-s-land-tube-trolling,,41.2466,-70.8105,Boston HW/LW (8443970),8443970,67.3,PENIKESE ISLAND (8448248),13.2,ACT1866,7.4,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
4757a19b-fc32-4cd0-9a35-1c8e2d3fb70f,Scorton Ledge: Crown Edge Casting,cape-cod-bay-scorton-ledge-crown-edge-casting,,41.7633,-70.4417,Barnstable HW/LW (8447335),8447335,7.5,"Barnstable Harbor, Beach Point (8447335)",7.5,ACT1546,7.9,SERVABLE-EXPLICIT,
491ad3c4-a543-4280-913d-19c8a4ff7d8e,Handkerchief Shoal: Fluke Drifting,monomoy-shoals-handkerchief-shoal-fluke-drifting,Monomoy,41.5266,-70.0337,Boston HW/LW (8443970),8443970,67.3,"Barnstable Harbor, Beach Point (8447335)",16.3,ACT1626,1.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
49d2b23f-2ba9-4ec0-b83c-be092195851a,Monument Beach Ramp,monument-beach-boat-ramp,,,,,,,,,,,UNSERVABLE-NO-DATA,
49e68a89-9d65-4fb2-a2b9-e61a23ccfdab,Bonito Bar: Working The Rip Seam,nantucket-sound-bonito-bar-working-the-rip-seam,,41.2681,-70.2207,Boston HW/LW (8443970),8443970,75.0,"Barnstable Harbor, Beach Point (8447335)",27.4,BOS1111,72.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
4b1ade5e-2bc6-4bee-9432-a6872e7267f3,The Race / Race Point: Pogy Imitation Open Water,cape-cod-bay-the-race-race-point-pogy-imitation-open-water,,42.0513,-70.2382,Barnstable HW/LW (8447335),8447335,19.9,"Barnstable Harbor, Beach Point (8447335)",19.9,ACT1546,19.6,SERVABLE-EXPLICIT,FAR
4c3b6823-25c2-4f3a-ae72-2cc43094a01d,Tom's Shoal: Drifting The Drops,nantucket-sound-tom-s-shoal-drifting-the-drops,,41.367,-70.4374,Boston HW/LW (8443970),8443970,65.3,"Barnstable Harbor, Beach Point (8447335)",22.4,,,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
4dc3ae4f-339d-4ec2-93a4-efa7138bd05e,Cleveland Ledge,buzzards-bay-cleveland-ledge,,41.6303,-70.7,Boston HW/LW (8443970),8443970,46.2,Buzzards Bay (8447270),7.7,COD0907,0.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5095a2af-c460-46f5-9f09-cf31af335d9b,Quick's Hole: Open Water Outside Quicks,elizabeth-islands-quick-s-hole-open-water-outside-quicks,Elizabeth Islands,41.4167,-70.845,Boston HW/LW (8443970),8443970,57.0,PENIKESE ISLAND (8448248),4.0,COD0914,1.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
518bbc37-4888-4626-9893-1bd03994ce11,Halfway / L'Hommedieu: Casting The Rip Line,nantucket-sound-halfway-l-hommedieu-casting-the-rip-line,,41.5082,-70.5861,Boston HW/LW (8443970),8443970,54.8,Buzzards Bay (8447270),14.1,ACT1806,2.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5511013a-4ac7-405e-8e6f-ec5aee7105eb,Horseshoe Shoal: Trolling The Drift Zone,nantucket-sound-horseshoe-shoal-trolling-the-drift-zone,,41.5018,-70.3992,Boston HW/LW (8443970),8443970,58.8,"Barnstable Harbor, Beach Point (8447335)",14.2,ACT1736,5.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
55ccd051-efea-4ff9-93ee-ab5fc6099cc2,Lucas Shoal,vineyard-sound-lucas-shoal,,41.4233,-70.7453,Boston HW/LW (8443970),8443970,57.5,PENIKESE ISLAND (8448248),8.1,ACT1836,4.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5819d2a1-0a9b-4c4b-b725-962cd64710b6,Gay Head/Devil's Bridge,vineyard-sound-gay-head-devil-s-bridge,,41.3507,-70.8444,Boston HW/LW (8443970),8443970,60.9,PENIKESE ISLAND (8448248),6.9,ACT1866,1.1,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5a924bf7-c608-4b74-944b-16b37e22933c,Taylor Point Boat Ramp,taylor-point-boat-ramp,,,,,,,,,,,UNSERVABLE-NO-DATA,
5aed97c4-1ef5-49fb-8406-6eb5290673e8,Nobska Point: Casting Primary Rip,vineyard-sound-nobska-point-casting-primary-rip,,41.5141,-70.6544,Boston HW/LW (8443970),8443970,53.4,PENIKESE ISLAND (8448248),12.6,ACT1831,0.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5b687797-53f8-4b38-9edc-7bb9d7d256e0,Billingsgate Shoal,cape-cod-bay-billingsgate-shoal,,41.8474,-70.1374,Barnstable HW/LW (8447335),8447335,10.0,"Barnstable Harbor, Beach Point (8447335)",10.0,ACT1546,9.5,SERVABLE-EXPLICIT,
5d05bfb8-9992-403e-85eb-dea61e3d2a31,Sandwich Marina Town Ramp,sandwich-marina-town-ramp,,,,,,,,,,,UNSERVABLE-NO-DATA,
5f11355b-4dab-4431-ac01-b0355941aaa6,Dry Ledge: Pogy School Topwater Drifts,buzzards-bay-dry-ledge-pogy-school-topwater-drifts,,41.7042,-70.689,Boston HW/LW (8443970),8443970,42.2,Buzzards Bay (8447270),3.9,COD0906,1.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
5f670fed-d029-4f0e-b369-91eda6345f6b,Sesuit Harbor Ramps,sesuit-harbor-ramps,,,,,,,,,,,UNSERVABLE-NO-DATA,
600c3c39-5588-4670-b117-7307dbd1bd63,Elizabeth Islands: Twilight Patrol,elizabeth-islands-elizabeth-islands-twilight-patrol,Elizabeth Islands,41.4513,-70.7762,Boston HW/LW (8443970),8443970,55.6,PENIKESE ISLAND (8448248),6.5,ACT1841,2.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
62048594-2dff-4498-8a70-080b95a820a3,Succonnesset Shoal,nantucket-sound-succonnesset-shoal,,41.5405,-70.4622,Boston HW/LW (8443970),8443970,55.4,"Barnstable Harbor, Beach Point (8447335)",13.5,ACT1761,1.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
62c8d6a5-028b-4998-ab68-0d0e04d7af90,Great Point: Fishing The Swing,nantucket-sound-great-point-fishing-the-swing,,41.4124,-70.0234,Boston HW/LW (8443970),8443970,72.8,"Barnstable Harbor, Beach Point (8447335)",22.0,ACT1666,2.1,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
65d3c50c-63ff-4ac6-999e-6af4ac476595,Bonito Bar,nantucket-sound-bonito-bar,,41.2493,-70.1827,Boston HW/LW (8443970),8443970,76.9,"Barnstable Harbor, Beach Point (8447335)",28.7,BOS1111,73.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
6a9eb50b-1379-4c54-adbe-fb4a15420a33,Hedge Fence,nantucket-sound-hedge-fence,,41.4952,-70.548,Boston HW/LW (8443970),8443970,56.2,Buzzards Bay (8447270),15.1,ACT1766,3.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
6cbede28-3717-4aa3-b0a0-c029179deff1,Great Point,nantucket-sound-great-point,,41.3833,-70.0483,Boston HW/LW (8443970),8443970,73.5,"Barnstable Harbor, Beach Point (8447335)",22.9,ACT1666,0.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
6d731c48-e684-4e21-958c-b341c2e3572d,Hedge Fence: Casting The Swing,nantucket-sound-hedge-fence-casting-the-swing,,41.4952,-70.548,Boston HW/LW (8443970),8443970,56.2,Buzzards Bay (8447270),15.1,ACT1766,3.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
6ff1b8e1-07b5-4c14-b0c1-32d4efba95c5,Banana Shoal: Popping the Rip,elizabeth-islands-banana-shoal-popping-the-rip,Elizabeth Islands,41.4292,-70.8312,Penikese Island (8448248),8448248,4.3,PENIKESE ISLAND (8448248),4.3,COD0914,1.1,SERVABLE-EXPLICIT,
71d4b975-dd2d-4b74-beb6-9015f3efc0bf,Banana Shoal: Looping,elizabeth-islands-banana-shoal-looping,Elizabeth Islands,41.4252,-70.8222,Penikese Island (8448248),8448248,4.7,PENIKESE ISLAND (8448248),4.7,COD0914,1.6,SERVABLE-EXPLICIT,
727fe5ab-c4c6-4361-940d-f630aac360b0,Weepecket Islands,buzzards-bay-weepecket-islands,,41.5005,-70.7465,Boston HW/LW (8443970),8443970,53.0,PENIKESE ISLAND (8448248),8.4,ACT1951,0.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
73444bfe-315f-43bb-a2e4-0ea034fe1c1c,Nobska Point: Deep Boulder Groundfish,vineyard-sound-nobska-point-deep-boulder-groundfish,,41.5158,-70.6528,Boston HW/LW (8443970),8443970,53.4,PENIKESE ISLAND (8448248),12.7,ACT1831,0.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7433c3e0-e134-4c9c-83dd-27a1d30b6eb8,The Hooter,nantucket-sound-the-hooter,,41.251,-70.4347,Boston HW/LW (8443970),8443970,71.7,PENIKESE ISLAND (8448248),25.0,ACT1706,5.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
76fb3416-b1e6-4abf-b229-3a29f2cf33b0,Middle Ground: S Turn Rip Trolling,vineyard-sound-middle-ground-s-turn-rip-trolling,,41.4845,-70.6153,Boston HW/LW (8443970),8443970,55.7,PENIKESE ISLAND (8448248),13.9,ACT1836,2.4,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7a886044-8da7-4852-8f13-de070cc41fc0,Quick's Hole: Running the Deep Channel,elizabeth-islands-quick-s-hole-running-the-deep-channel,Elizabeth Islands,41.4341,-70.8359,Boston HW/LW (8443970),8443970,56.0,PENIKESE ISLAND (8448248),4.0,COD0914,0.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7abb5d6d-035c-4a00-8d39-cff3c73b495c,Squibnocket: Tight Shoreline Boulder Fields,vineyard-sound-squibnocket-tight-shoreline-boulder-fields,,41.3117,-70.7683,Boston HW/LW (8443970),8443970,63.8,PENIKESE ISLAND (8448248),10.8,ACT1836,10.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7c693927-ed0f-4e2b-b5c9-71649f0d7930,Pollock Rip Channel: Fluke Drifting,monomoy-shoals-pollock-rip-channel-fluke-drifting,Monomoy,41.5491,-69.9435,Boston HW/LW (8443970),8443970,69.1,"Barnstable Harbor, Beach Point (8447335)",18.5,ACT1626,3.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7c83a6d3-baf8-4ad1-b9fb-a5d93034f230,Tom's Shoal: Wire And Lead Core Rip Troll,nantucket-sound-tom-s-shoal-wire-and-lead-core-rip-troll,,41.3679,-70.4411,Boston HW/LW (8443970),8443970,65.2,PENIKESE ISLAND (8448248),22.2,,,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7dbd10a5-ebd0-47d4-ac7d-2b2f54c95487,Gay Head/Devil's Bridge: Deepwater Boulder Jigging,vineyard-sound-gay-head-devil-s-bridge-deepwater-boulder-jigging,,41.3577,-70.8643,Boston HW/LW (8443970),8443970,60.4,PENIKESE ISLAND (8448248),6.1,ACT1866,0.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
7edb977a-abda-4589-974b-5fa0da39f663,Bearses Shoal,monomoy-shoals-bearses-shoal,Monomoy,41.559,-69.956,Boston HW/LW (8443970),8443970,68.3,"Barnstable Harbor, Beach Point (8447335)",17.7,ACT1626,3.0,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
800cf6db-0a25-401a-9df5-4f1300df3be2,Sankaty Bluff: Dragging The Drop,nantucket-sound-sankaty-bluff-dragging-the-drop,,41.2835,-69.9512,Boston HW/LW (8443970),8443970,80.9,"Barnstable Harbor, Beach Point (8447335)",30.3,BOS1111,77.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
821fc802-0014-4948-84d9-c1c609d87336,Great Point: Working The Groundfish Edge,nantucket-sound-great-point-working-the-groundfish-edge,,41.4148,-70.0125,Boston HW/LW (8443970),8443970,73.0,"Barnstable Harbor, Beach Point (8447335)",22.1,ACT1666,2.6,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
84320dc7-d8b6-41f6-9a26-c5ae4baf44bd,Eldridge Shoal: Jigging The Eastern Drop,nantucket-sound-eldridge-shoal-jigging-the-eastern-drop,,41.526,-70.355,Boston HW/LW (8443970),8443970,58.6,"Barnstable Harbor, Beach Point (8447335)",12.2,ACT1761,3.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
86db9bcc-ac6d-4514-b7ec-d4871d39f27a,Bonito Bar: Sweeping The Shelf,nantucket-sound-bonito-bar-sweeping-the-shelf,,41.2543,-70.1947,Boston HW/LW (8443970),8443970,76.3,"Barnstable Harbor, Beach Point (8447335)",28.4,BOS1111,73.4,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
8a79089b-7702-454c-a8f3-3d161699ef9f,Barnstable Harbor (Blish Point),barnstable-harbor-boat-ramp,,,,,,,,,,,UNSERVABLE-NO-DATA,
8c3bd342-8700-485b-923a-9750047a417d,Green Pond Ramp,green-pond-boat-ramp,,,,,,,,,,,UNSERVABLE-NO-DATA,
8c6178c3-25c3-4081-9c16-e2b473d606bc,Gay Head/Devil's Bridge: Rip Line Casting,vineyard-sound-gay-head-devil-s-bridge-rip-line-casting,,41.3612,-70.8523,Boston HW/LW (8443970),8443970,60.3,PENIKESE ISLAND (8448248),6.2,ACT1866,0.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
8da7baf9-efe7-4944-9b00-98b0e8a8addc,Bishop and Clerks: Dropping On The Rocks,nantucket-sound-bishop-and-clerks-dropping-on-the-rocks,,41.57,-70.23,Boston HW/LW (8443970),8443970,59.6,"Barnstable Harbor, Beach Point (8447335)",9.4,BOS1111,56.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
8dad1e22-a8fc-42a1-ad3f-cd777b7ba975,Pollock Rip: Contour Tubes,monomoy-shoals-pollock-rip-contour-tubes,Monomoy,41.551,-69.8901,Boston HW/LW (8443970),8443970,70.8,"Barnstable Harbor, Beach Point (8447335)",20.5,ACT1626,5.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
8f00f9d4-bc19-45f4-a298-2824e07aa730,Succonnesset Shoal: Casting The Rip,nantucket-sound-succonnesset-shoal-casting-the-rip,,41.5382,-70.4689,Boston HW/LW (8443970),8443970,55.4,"Barnstable Harbor, Beach Point (8447335)",13.8,ACT1761,1.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
8f5a5868-dc3c-485a-838b-f4c382e5ba92,Squibnocket,vineyard-sound-squibnocket,,41.2952,-70.7729,Boston HW/LW (8443970),8443970,64.8,PENIKESE ISLAND (8448248),11.5,ACT1836,11.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
918a72b6-bbf4-4af3-abee-dc492834d258,Bishop and Clerks: Plugging The Boulders,nantucket-sound-bishop-and-clerks-plugging-the-boulders,,41.5764,-70.2513,Boston HW/LW (8443970),8443970,58.7,"Barnstable Harbor, Beach Point (8447335)",8.9,BOS1111,55.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
92938a7c-acf7-463c-b440-722f0ace2d4c,Gay Head/Devil's Bridge: Shoal Edge Contour Trolling,vineyard-sound-gay-head-devil-s-bridge-shoal-edge-contour-trolling,,41.355,-70.849,Boston HW/LW (8443970),8443970,60.6,PENIKESE ISLAND (8448248),6.6,ACT1866,0.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9366216f-68dc-413e-a9f9-9db4bb350578,Succonnesset Shoal: Drifting The Sandy Drop,nantucket-sound-succonnesset-shoal-drifting-the-sandy-drop,,41.5369,-70.4511,Boston HW/LW (8443970),8443970,55.9,"Barnstable Harbor, Beach Point (8447335)",13.4,ACT1761,1.0,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
963e2658-fdd0-44da-b5e7-65c57ba21718,Noman's Land: Open Water Rolling Bass,vineyard-sound-noman-s-land-open-water-rolling-bass,,41.2603,-70.8402,Boston HW/LW (8443970),8443970,66.3,PENIKESE ISLAND (8448248),12.0,ACT1866,6.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
99e65f8a-b3bf-478a-a217-79958ef34cc9,Nobska Point: No Name Fluke Drift,vineyard-sound-nobska-point-no-name-fluke-drift,,41.5168,-70.6398,Boston HW/LW (8443970),8443970,53.5,PENIKESE ISLAND (8448248),13.3,ACT1831,0.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9a748557-3fb3-4f15-8b54-fbf036ad1f4b,Banana Shoal: Groundfishing the Edges,elizabeth-islands-banana-shoal-groundfishing-the-edges,Elizabeth Islands,41.4252,-70.8222,Penikese Island (8448248),8448248,4.7,PENIKESE ISLAND (8448248),4.7,COD0914,1.6,SERVABLE-EXPLICIT,
9adde4d5-c688-4424-bb7f-e94fd7690ebb,Sankaty Bluff,nantucket-sound-sankaty-bluff,,41.2974,-69.9591,Boston HW/LW (8443970),8443970,80.0,"Barnstable Harbor, Beach Point (8447335)",29.4,BOS1111,76.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9aebf0b2-12a4-4e21-ab53-adf58cc68d58,Sankaty Bluff: Crash And Bash On The Edge,nantucket-sound-sankaty-bluff-crash-and-bash-on-the-edge,,41.2974,-69.9591,Boston HW/LW (8443970),8443970,80.0,"Barnstable Harbor, Beach Point (8447335)",29.4,BOS1111,76.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9c49b31e-17ea-41fd-816e-dbcf08b74122,Stonehorse / Shovelful: Swing Casting,monomoy-shoals-stonehorse-shovelful-swing-casting,Monomoy,41.5144,-69.9995,Boston HW/LW (8443970),8443970,68.9,"Barnstable Harbor, Beach Point (8447335)",17.9,ACT1626,2.4,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9d3ad078-1281-4cd5-b0d2-ad377b4c04f2,The Race / Race Point,cape-cod-bay-the-race-race-point,,42.0627,-70.2667,Barnstable HW/LW (8447335),8447335,20.5,"Barnstable Harbor, Beach Point (8447335)",20.5,ACT1546,20.2,SERVABLE-EXPLICIT,FAR
9db4cb1c-d576-44d5-9b21-99a018636881,Handkerchief Shoal: Sea Bass Jigging,monomoy-shoals-handkerchief-shoal-sea-bass-jigging,Monomoy,41.5102,-70.0503,Boston HW/LW (8443970),8443970,67.5,"Barnstable Harbor, Beach Point (8447335)",16.5,ACT1626,2.7,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9de1bc3b-e4b9-4934-b3e8-1b006a722d14,Horseshoe Shoal,nantucket-sound-horseshoe-shoal,,41.4495,-70.5144,Boston HW/LW (8443970),8443970,59.3,Buzzards Bay (8447270),18.1,ACT1736,12.0,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
9deae24c-7cbb-4b35-8513-035dd3377fae,Banana Shoal,elizabeth-islands-banana-shoal,Elizabeth Islands,41.4269,-70.8224,Penikese Island (8448248),8448248,4.7,PENIKESE ISLAND (8448248),4.7,COD0914,1.5,SERVABLE-EXPLICIT,
BB-MM-fs---Marion-Mattapoisett-Western-Shore,Marion & Mattapoisett,buzzards-bay-marion-and-mattapoisett,,41.68,-70.77,Boston HW/LW (8443970),8443970,42.3,Buzzards Bay (8447270),7.8,COD0906,4.5,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-A-C1---Mattapoisett-Bonito-Corridor,Marion & Mattapoisett: Mattapoisett Bonito Corridor,buzzards-bay-marion-and-mattapoisett-mattapoisett-bonito-corridor,,41.6467,-70.8167,Boston HW/LW (8443970),8443970,43.7,Buzzards Bay (8447270),10.6,COD0906,7.0,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-B-C1---Bird-Island-Eelgrass-Cast,Marion & Mattapoisett: Bird Island Eelgrass Cast,buzzards-bay-marion-and-mattapoisett-bird-island-eelgrass-cast,,41.675,-70.7183,Boston HW/LW (8443970),8443970,43.4,Buzzards Bay (8447270),6.1,COD0906,2.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-B-C2---Sippican-Harbor-Day-Pogy-Bass,Marion & Mattapoisett: Sippican Harbor Day Pogy Bass,buzzards-bay-marion-and-mattapoisett-sippican-harbor-day-pogy-bass,,41.6917,-70.7583,Boston HW/LW (8443970),8443970,41.8,Buzzards Bay (8447270),7.0,COD0906,3.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-B-C3---Weweantic-Night-Trophy,Marion & Mattapoisett: Weweantic Night Trophy,buzzards-bay-marion-and-mattapoisett-weweantic-night-trophy,,41.7417,-70.7333,Boston HW/LW (8443970),8443970,39.4,Buzzards Bay (8447270),5.2,COD0906,4.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-B-T1---Centerboard-Sippican-Tube-Worm-Troll,Marion & Mattapoisett: Centerboard Sippican Tube Worm Troll,buzzards-bay-marion-and-mattapoisett-centerboard-sippican-tube-worm-troll,,41.68,-70.735,Boston HW/LW (8443970),8443970,42.8,Buzzards Bay (8447270),6.5,COD0906,2.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-G-A1---Centerboard-Anchored-Bottom,Marion & Mattapoisett: Centerboard Anchored Bottom,buzzards-bay-marion-and-mattapoisett-centerboard-anchored-bottom,,41.67,-70.727,Boston HW/LW (8443970),8443970,43.5,Buzzards Bay (8447270),6.6,COD0906,2.8,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-G-A2---Ram-Island-Anchored-Tautog,Marion & Mattapoisett: Ram Island Anchored Tautog,buzzards-bay-marion-and-mattapoisett-ram-island-anchored-tautog,,41.6583,-70.7917,Boston HW/LW (8443970),8443970,43.3,Buzzards Bay (8447270),9.3,COD0906,5.7,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-G-J1---Bird-Island-Sea-Bass-Rock-Pile-Hop,Marion & Mattapoisett: Bird Island Sea Bass Rock Pile Hop,buzzards-bay-marion-and-mattapoisett-bird-island-sea-bass-rock-pile-hop,,41.675,-70.7183,Boston HW/LW (8443970),8443970,43.4,Buzzards Bay (8447270),6.1,COD0906,2.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-G-J2---Bird-Island-Spring-Tautog-Rocks,Marion & Mattapoisett: Bird Island Spring Tautog Rocks,buzzards-bay-marion-and-mattapoisett-bird-island-spring-tautog-rocks,,41.675,-70.7183,Boston HW/LW (8443970),8443970,43.4,Buzzards Bay (8447270),6.1,COD0906,2.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-MM-fx-G-J3---Ram-Island-Drift-Jigging-Sea-Bass,Marion & Mattapoisett: Ram Island Drift Jigging Sea Bass,buzzards-bay-marion-and-mattapoisett-ram-island-drift-jigging-sea-bass,,41.6583,-70.7917,Boston HW/LW (8443970),8443970,43.3,Buzzards Bay (8447270),9.3,COD0906,5.7,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fs---West-End-of-the-Canal,West End of the Canal,buzzards-bay-west-end-of-the-canal,,41.7285,-70.6369,Boston HW/LW (8443970),8443970,41.8,Buzzards Bay (8447270),1.2,COD0905,0.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fx-B-C1---Chasing-Spring-Birds,West End of the Canal: Chasing Spring Birds,buzzards-bay-west-end-of-the-canal-chasing-spring-birds,,41.7369,-70.63,Boston HW/LW (8443970),8443970,41.5,Buzzards Bay (8447270),0.7,COD0905,0.9,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fx-B-C2---Mashnee-Point-Swing,West End of the Canal: Mashnee Point Swing,buzzards-bay-west-end-of-the-canal-mashnee-point-swing,,41.7185,-70.6406,Boston HW/LW (8443970),8443970,42.3,Buzzards Bay (8447270),1.8,COD0905,0.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fx-B-T---Running-the-Channel,West End of the Canal: Running the Channel,buzzards-bay-west-end-of-the-canal-running-the-channel,,41.7167,-70.6283,Boston HW/LW (8443970),8443970,42.6,Buzzards Bay (8447270),1.6,COD0905,0.7,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fx-G-J1---May-Sea-Bass,West End of the Canal: May Sea Bass,buzzards-bay-west-end-of-the-canal-may-sea-bass,,41.7167,-70.6283,Boston HW/LW (8443970),8443970,42.6,Buzzards Bay (8447270),1.6,COD0905,0.7,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WE-fx-G-J2---Fluke-Drifts-Mashnee,West End of the Canal: Fluke Drifts Mashnee,buzzards-bay-west-end-of-the-canal-fluke-drifts-mashnee,,41.7185,-70.6406,Boston HW/LW (8443970),8443970,42.3,Buzzards Bay (8447270),1.8,COD0905,0.3,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
BB-WP-fx-B-C1---Spring-Pogy-Pass-at-Weepeckets,Weepecket Islands: Spring Pogy Pass,buzzards-bay-weepecket-islands-spring-pogy-pass,,41.498,-70.715,Boston HW/LW (8443970),8443970,53.5,PENIKESE ISLAND (8448248),9.7,ACT1951,1.2,SERVABLE-EXPLICIT,FAR+SUBOPTIMAL
